Player Name,Rounds,Fairway Percentage,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Kyle Reifers,115.0,65.29,287.3,67.62,29.34,55.95,70.965,821,0,5,0.102,0.14800000000000002,0.112,0.061,-0.127,1539578.0
William McGirt,98.0,65.28,287.6,67.35,29.08,60.76,70.393,1360,1,7,0.36,0.958,0.37,0.256,-0.029,3614972.0
Zach Johnson,90.0,65.23,280.1,64.53,28.49,62.11,70.36399999999999,833,0,5,0.395,0.609,-0.269,0.163,0.321,1718703.0
Kevin Kisner,97.0,64.92,289.0,65.19,28.64,56.88,70.48899999999998,1491,1,6,0.667,0.5479999999999999,0.34700000000000003,-0.136,-0.331,3424354.0
Mark Hubbard,101.0,64.82,280.2,63.52,28.75,59.97,71.362,503,0,0,0.272,-0.21600000000000005,-0.14300000000000002,-0.189,-0.155,642942.0
Scott Langley,65.0,64.81,285.7,63.93,29.14,62.35,71.796,266,0,0,0.045,-0.594,0.105,-0.999,0.254,380025.0
Paul Casey,77.0,64.67,295.2,70.8,29.69,61.44,69.95,710,0,4,0.112,1.372,0.494,0.616,0.15,3885560.0
Keegan Bradley,82.0,64.57,300.0,69.58,30.11,54.57,70.741,545,0,2,-0.631,0.298,0.305,0.419,0.205,899985.0
Kyle Stanley,92.0,64.54,288.1,67.17,29.47,55.13,70.986,497,0,0,-0.131,0.141,0.076,0.258,-0.062,580734.0
Chad Campbell,90.0,64.39,287.9,68.15,29.39,62.21,70.566,633,0,3,-0.256,0.565,0.145,0.306,0.37,1168073.0
Lucas Glover,75.0,64.37,298.3,71.63,29.8,57.18,70.53399999999998,587,0,2,-0.192,0.5720000000000001,0.565,0.309,-0.11,948927.0
Kevin Streelman,82.0,64.37,289.1,69.17,29.77,52.97,71.054,692,0,2,-0.383,0.064,0.255,0.203,-0.011,1601177.0
Jon Curran,99.0,64.35,271.9,63.02,28.28,63.28,71.145,840,0,3,0.407,0.053,-0.659,0.001,0.304,1902481.0
Ken Duke,58.0,64.18,280.2,59.26,28.94,52.53,71.88,309,0,2,-0.524,-0.7340000000000001,0.04,-0.202,-0.048,773025.0
Danny Lee,93.0,64.05,286.6,63.95,29.12,57.19,71.118,699,0,2,-0.207,0.302,0.206,0.287,0.017,1405722.0
Rod Pampling,54.0,63.95,287.7,64.0,29.08,61.73,71.607,122,0,0,-0.475,-0.426,0.222,-0.3720000000000001,0.199,142433.0
Francesco Molinari,64.0,63.76,286.7,64.93,29.17,60.4,70.436,550,0,3,-0.29600000000000004,0.562,0.192,0.484,0.183,1083155.0
Scott Brown,88.0,63.65,292.5,65.03,29.22,59.03,71.098,643,0,4,0.018000000000000002,0.14300000000000002,0.378,-0.13,-0.123,1143452.0
Jason Gore,78.0,63.63,289.2,66.52,29.23,58.3,71.627,307,0,0,-0.079,-0.532,0.202,-0.036000000000000004,-0.619,416654.0
Adam Hadwin,93.0,63.62,290.1,66.07,28.55,58.27,70.719,638,0,2,0.529,0.526,0.152,-0.061,-0.094,1067809.0
Whee Kim,82.0,63.48,287.6,65.74,29.56,58.0,71.472,444,0,2,-0.219,-0.209,0.252,-0.39,0.14800000000000002,682662.0
Brian Harman,104.0,63.41,289.7,64.85,28.64,61.4,70.99600000000002,607,0,2,0.485,0.26,0.257,-0.622,0.14,1299801.0
Henrik Norlander,71.0,63.39,288.1,68.24,29.48,60.31,71.157,273,0,0,0.018000000000000002,0.066,0.093,0.07200000000000001,-0.116,290889.0
Steve Stricker,53.0,63.23,278.0,63.0,27.96,66.01,69.99600000000001,583,0,3,0.62,0.721,-0.44,-0.003,0.544,1418647.0
Ben Crane,80.0,63.18,280.3,63.6,28.61,61.65,70.908,500,0,1,0.21600000000000005,0.253,-0.149,-0.006,0.192,607892.0
Russell Henley,76.0,63.15,295.6,68.27,29.3,61.06,70.558,642,0,4,0.193,0.56,0.269,0.135,-0.038,1228347.0
Scott Pinckney,87.0,63.05,296.8,69.02,29.96,52.53,71.524,258,0,0,-0.063,-0.325,0.511,-0.396,-0.376,332533.0
Si Woo Kim,113.0,62.84,293.5,64.83,28.6,62.32,70.56,1382,1,4,-0.109,0.499,0.336,-0.131,0.403,3086369.0
Jason Dufner,105.0,62.83,293.2,70.15,29.59,56.39,70.212,1273,1,5,-0.353,0.488,0.29,0.469,0.081,2879884.0
Bryce Molder,80.0,62.53,280.2,61.32,28.01,65.38,70.90100000000002,652,0,5,0.5529999999999999,0.54,-0.181,-0.331,0.498,1353385.0
Blayne Barber,84.0,62.37,289.6,66.74,29.36,57.62,71.032,520,0,1,0.01,0.099,0.018000000000000002,0.127,-0.056,768585.0
Tim Wilkinson,72.0,62.36,279.3,64.71,28.54,63.66,70.704,426,0,1,0.336,0.561,-0.459,0.425,0.26,708623.0
Bill Haas,86.0,62.34,289.6,67.14,29.44,63.3,70.444,1129,0,6,-0.174,0.519,0.068,0.272,0.353,2390199.0
Stuart Appleby,71.0,62.24,282.7,61.43,28.14,63.26,70.95,360,0,0,0.202,0.17600000000000002,-0.173,-0.1,0.248,500214.0
Rory Sabbatini,57.0,62.18,287.6,64.3,29.76,56.48,72.45100000000002,143,0,0,-0.945,-1.403,0.115,-0.628,0.054000000000000006,150236.0
Webb Simpson,70.0,62.17,286.3,67.14,29.36,59.42,70.359,666,0,2,-0.482,0.667,0.146,0.728,0.276,1450355.0
Ben Martin,92.0,62.14,288.8,66.73,29.26,54.84,71.282,741,0,2,0.14,0.023,0.079,0.081,-0.277,1205730.0
Hideki Matsuyama,76.0,62.04,294.5,68.11,28.82,60.86,70.03399999999999,1468,1,7,-0.025,1.29,0.527,0.774,0.015,4193954.0
Chris Kirk,90.0,62.02,285.9,64.05,28.67,62.73,70.92,749,0,2,-0.006,0.653,0.086,0.369,0.205,1762335.0
Shane Lowry,57.0,61.85,298.7,64.51,29.56,53.91,70.64,615,0,2,0.06,0.551,0.489,-0.13699999999999998,0.139,1585436.0
Sergio Garcia,54.0,61.76,299.9,70.15,29.75,57.66,69.999,1306,1,4,-0.388,0.8009999999999999,0.737,0.482,-0.031,3242156.0
Louis Oosthuizen,63.0,61.67,294.0,68.15,29.7,54.21,70.327,769,0,2,-0.021,0.836,0.387,0.3,0.17,2422079.0
Vaughn Taylor,72.0,61.59,287.0,64.43,28.99,54.66,71.028,726,1,1,-0.424,0.033,-0.113,0.612,-0.042,1640750.0
Fabián Gómez,82.0,61.44,289.0,63.71,29.06,56.59,71.346,924,1,3,0.213,-0.037000000000000005,0.009000000000000001,-0.289,0.03,2227040.0
Hudson Swafford,104.0,61.43,306.9,68.8,29.48,54.97,70.875,603,0,1,0.203,0.302,0.403,0.275,-0.578,1027314.0
Geoff Ogilvy,63.0,61.24,291.9,63.65,29.27,56.22,71.464,283,0,1,-0.4370000000000001,-0.187,-0.081,0.173,0.157,397595.0
Johnson Wagner,86.0,61.13,289.4,69.38,29.37,57.81,70.781,598,0,3,0.273,0.368,0.03,0.219,-0.154,1083787.0
Rory McIlroy,69.0,61.06,306.8,69.62,29.18,58.7,69.646,973,0,6,-0.207,1.681,1.23,0.447,0.211,5790585.0
George McNeill,51.0,60.99,284.5,64.16,29.43,53.5,71.848,134,0,0,-0.485,-0.7909999999999999,-0.415,0.278,-0.168,213895.0
Wes Roach,59.0,60.99,294.7,63.23,28.93,56.04,71.7,241,0,0,0.299,-0.316,-0.015,-0.262,-0.338,342098.0
Brett Stegmaier,87.0,60.93,295.3,66.8,29.52,58.27,70.995,559,0,3,-0.06,0.048,0.128,0.133,-0.152,1086714.0
Troy Merritt,77.0,60.89,287.2,63.13,28.61,57.93,71.67399999999998,482,0,1,0.244,-0.364,-0.303,-0.138,-0.166,922707.0
D.H. Lee,61.0,60.85,280.4,60.14,28.96,50.61,73.415,104,0,0,0.042,-1.778,-0.51,-1.317,0.006999999999999999,174683.0
Will MacKenzie,84.0,60.81,285.6,66.39,29.58,57.23,71.402,317,0,1,-0.479,-0.304,0.032,0.07200000000000001,0.07200000000000001,416033.0
James Hahn,85.0,60.71,290.9,64.58,29.47,55.72,71.245,878,1,2,-0.245,-0.244,-0.025,-0.08900000000000001,0.116,2367521.0
Billy Horschel,73.0,60.71,293.0,67.7,29.5,54.55,70.548,694,0,4,0.076,0.81,0.35200000000000004,0.493,-0.112,1744571.0
Chris Stroud,82.0,60.7,286.3,66.6,29.19,56.96,71.101,412,0,1,0.15,0.121,-0.069,0.159,-0.119,599176.0
Kevin Chappell,93.0,60.68,296.3,66.37,29.04,59.15,70.501,1422,0,6,-0.31,0.77,0.321,0.634,0.126,4501050.0
Padraig Harrington,54.0,60.66,289.6,62.96,28.7,60.0,71.032,393,0,1,-0.342,-0.067,-0.292,0.159,0.408,654929.0
Michael Thompson,71.0,60.57,291.4,66.18,29.29,57.49,71.204,340,0,1,-0.213,-0.07200000000000001,-0.07,0.154,0.058,521983.0
Marc Leishman,89.0,60.55,295.0,65.31,28.85,60.34,70.554,765,0,2,0.252,0.51,0.159,-0.092,0.191,1566824.0
Peter Malnati,85.0,60.54,279.7,62.09,28.34,58.79,71.686,596,1,3,0.491,-0.652,-0.5379999999999999,-0.532,-0.073,1298945.0
Kelly Kraft,63.0,60.36,289.8,67.42,29.17,56.07,71.333,273,0,1,0.185,0.039,0.009000000000000001,-0.035,-0.12,403437.0
Steve Wheatcroft,85.0,60.32,286.2,61.93,28.67,60.36,71.429,400,0,2,0.153,-0.221,0.008,-0.394,0.012,601164.0
Brendan Steele,88.0,60.29,302.2,68.72,29.8,54.76,70.855,791,0,2,-0.257,0.275,0.449,0.272,-0.189,1589266.0
Graham DeLaet,70.0,60.11,297.9,68.35,29.74,52.39,71.074,487,0,3,-0.211,0.07200000000000001,0.268,0.601,-0.586,908557.0
Derek Ernst,59.0,60.1,294.6,66.18,29.65,60.52,72.075,159,0,0,-0.556,-0.6829999999999999,0.152,-0.29100000000000004,0.012,190736.0
John Senden,88.0,60.07,289.7,68.86,29.48,59.13,70.717,577,0,1,0.329,0.51,0.232,0.198,-0.25,989841.0
Sam Saunders,69.0,59.78,291.8,64.36,29.18,56.59,71.42699999999998,324,0,2,0.06,-0.232,-0.191,-0.105,0.003,510079.0
Cameron Tringale,81.0,59.57,285.1,65.66,29.13,57.14,71.256,539,0,1,0.057,-0.024,-0.443,0.257,0.104,1064066.0
D.A. Points,55.0,59.47,282.3,65.36,29.18,57.86,71.655,167,0,0,-0.596,-0.406,-0.4920000000000001,0.64,0.041,305250.0
Scott Piercy,87.0,59.41,297.9,67.33,29.48,57.29,70.855,1077,0,3,-0.28600000000000003,0.192,0.448,0.039,-0.009000000000000001,2905349.0
Sung Kang,89.0,59.36,292.4,65.26,29.06,59.74,70.85600000000002,473,0,2,0.18600000000000005,0.004,-0.009000000000000001,-0.121,-0.053,979576.0
Willy Wilcox,67.0,59.34,292.9,63.42,28.74,58.18,71.055,399,0,2,-0.027000000000000003,-0.08900000000000001,0.04,0.159,-0.261,676841.0
J.J. Henry,68.0,59.33,287.3,67.51,30.45,53.11,72.01899999999998,162,0,0,-0.237,-0.711,-0.14400000000000002,-0.226,-0.104,280674.0
Harold Varner III,92.0,59.33,302.0,66.24,29.73,56.53,71.045,643,0,4,-0.377,0.101,0.529,0.021,-0.07200000000000001,1327320.0
Jeff Overton,69.0,59.25,285.0,63.85,29.05,63.59,71.46600000000002,289,0,1,-0.416,-0.4920000000000001,-0.054000000000000006,-0.157,0.134,410246.0
Greg Owen,85.0,59.22,297.7,69.75,30.33,51.7,71.67699999999998,319,0,1,-0.947,-0.415,0.28,0.532,-0.28,484955.0
Cameron Smith,73.0,59.21,286.3,62.72,29.22,55.29,71.759,304,0,0,-0.057,-0.763,-0.35700000000000004,-0.28600000000000003,-0.062,477843.0
Brendon de Jonge,83.0,59.19,287.5,65.64,29.25,56.49,71.60300000000002,304,0,0,0.156,-0.332,-0.23,-0.196,-0.063,415583.0
Freddie Jacobson,86.0,59.03,280.3,64.86,28.48,60.29,70.809,714,0,3,0.478,0.047,-0.349,-0.129,0.046,1354196.0
Martin Piller,59.0,58.97,286.6,64.33,28.84,58.47,71.813,278,0,2,0.562,-0.4,-0.253,-0.478,-0.231,570740.0
Sean O'Hair,89.0,58.84,302.2,67.17,29.02,57.79,70.67699999999998,536,0,1,0.208,0.371,0.325,-0.187,0.024,1702713.0
Rickie Fowler,80.0,58.69,301.6,69.26,29.16,62.21,70.118,1131,0,7,0.153,1.378,0.529,0.308,0.387,2713563.0
Brandt Snedeker,93.0,58.69,292.6,65.67,28.66,62.73,70.203,1717,1,7,0.343,0.86,0.032,0.17600000000000002,0.31,3960142.0
Daniel Summerhays,99.0,58.65,288.0,63.02,28.54,57.21,70.771,963,0,2,0.5920000000000001,0.236,-0.126,-0.257,0.027000000000000003,2045968.0
Michael Kim,100.0,58.64,284.3,62.96,28.54,61.25,71.203,500,0,0,0.277,-0.08900000000000001,-0.151,-0.105,-0.11,664539.0
Brooks Koepka,75.0,58.6,302.6,66.98,28.81,55.53,69.956,1348,0,7,0.445,1.092,0.542,0.139,-0.033,3322393.0
Steve Marino,72.0,58.46,292.0,66.01,29.37,56.97,71.467,429,0,2,0.045,-0.458,0.112,-0.343,-0.272,768200.0
Jason Kokrak,89.0,58.41,307.4,68.66,29.64,58.37,70.57,721,0,2,-0.27,0.56,0.603,0.426,-0.199,1934250.0
Stewart Cink,61.0,58.4,296.9,70.4,30.18,53.54,70.846,331,0,0,-0.398,0.062,-0.049,0.4920000000000001,0.017,437855.0
Shawn Stefani,91.0,58.4,292.1,66.48,29.59,60.57,71.28699999999998,459,0,1,-0.336,-0.14400000000000002,0.003,0.073,0.116,698102.0
Hiroshi Iwata,85.0,58.34,288.8,59.5,28.34,59.34,71.693,339,0,1,0.154,-0.621,-0.127,-0.606,-0.042,634862.0
Jordan Spieth,80.0,58.14,295.4,63.52,27.82,63.93,69.52,1965,2,6,0.758,1.569,0.402,0.145,0.264,5538470.0
Ángel Cabrera,62.0,58.06,294.6,63.08,29.66,55.1,72.175,187,0,0,-0.35200000000000004,-1.061,0.085,-0.254,-0.54,277118.0
Brendon Todd,66.0,58.02,280.1,54.23,27.86,61.46,72.72800000000002,60,0,0,0.462,-1.5930000000000002,-1.043,-1.4240000000000002,0.412,75772.0
Tyler Aldridge,83.0,57.95,285.2,65.54,29.43,57.96,71.41199999999998,384,0,0,-0.129,-0.24,-0.115,-0.031,0.036000000000000004,517738.0
Justin Rose,65.0,57.9,303.9,67.92,29.58,58.1,70.148,829,0,5,-0.197,1.128,0.6779999999999999,0.409,0.237,2085365.0
Ryan Palmer,86.0,57.88,304.7,67.83,28.92,57.63,70.229,731,0,2,-0.094,0.774,0.625,0.234,0.009000000000000001,1794141.0
Morgan Hoffmann,71.0,57.8,294.4,63.27,28.94,58.24,71.372,424,0,1,0.208,-0.116,-0.07,-0.192,-0.062,717890.0
Jonas Blixt,79.0,57.79,290.3,60.96,27.99,61.05,71.19,572,0,2,0.52,-0.101,-0.287,-0.361,0.026,1115322.0
Patrick Rodgers,89.0,57.74,300.5,69.22,29.75,58.17,70.833,739,0,3,-0.193,0.311,0.35600000000000004,-0.009000000000000001,0.157,1290336.0
Matt Jones,83.0,57.55,294.8,63.96,29.11,56.26,71.223,445,0,0,-0.306,-0.376,0.013,-0.272,0.188,712723.0
Robert Streb,87.0,57.48,294.7,66.2,29.9,55.77,71.223,590,0,1,-0.4320000000000001,0.122,0.062,0.279,0.213,1003363.0
Chad Collins,73.0,57.41,279.3,62.4,28.81,60.53,71.532,402,0,1,-0.004,-0.452,-0.629,-0.226,0.407,734548.0
Jamie Lovemark,91.0,57.32,304.8,65.32,28.9,61.44,70.896,904,0,5,0.142,0.463,0.532,-0.4970000000000001,0.28600000000000003,1940890.0
Bronson Burgoon,83.0,57.3,293.1,66.24,29.3,58.33,71.132,428,0,0,0.015,-0.202,0.073,0.127,-0.417,557020.0
Nick Taylor,83.0,57.21,296.2,65.82,29.0,59.26,71.281,441,0,1,-0.154,-0.068,0.149,0.06,-0.123,628756.0
Dustin Johnson,87.0,57.17,313.6,67.82,28.49,59.58,69.172,2701,2,12,0.328,1.993,1.117,0.477,0.07,9365185.0
Hunter Mahan,61.0,57.13,294.8,62.75,29.16,55.26,72.105,174,0,0,0.29100000000000004,-0.773,0.034,-0.787,-0.311,230694.0
Scott Stallings,74.0,56.95,295.5,66.11,29.11,58.08,70.96600000000002,443,0,1,-0.29100000000000004,0.158,0.225,0.201,0.023,697434.0
Dawie van der Walt,72.0,56.89,290.2,66.75,29.49,52.03,71.376,239,0,0,-0.061,-0.274,-0.013,0.21,-0.41,301697.0
Charl Schwartzel,73.0,56.86,296.7,68.73,29.34,59.64,70.00399999999999,1127,1,3,-0.13699999999999998,1.043,0.304,0.652,0.224,2936027.0
Vijay Singh,72.0,56.73,289.8,62.73,29.01,56.52,71.057,586,0,2,-0.093,0.128,0.023,-0.01,0.209,1210104.0
Luke Donald,81.0,56.69,282.9,64.61,28.95,64.15,70.918,849,0,2,0.14800000000000002,0.378,-0.665,0.465,0.429,1634515.0
Gary Woodland,95.0,56.69,306.1,68.74,29.26,60.16,70.234,907,0,2,-0.13,0.968,0.547,0.463,0.08800000000000001,2392044.0
Daniel Berger,92.0,56.68,298.4,67.67,29.08,56.95,70.339,1254,1,5,0.175,0.893,0.329,0.49,-0.1,3290764.0
Chesson Hadley,81.0,56.58,296.5,65.26,29.25,54.05,71.541,293,0,0,-0.165,-0.213,-0.038,0.133,-0.142,503993.0
Jhonattan Vegas,97.0,56.57,304.4,69.71,29.68,58.97,70.903,1119,1,5,0.098,0.604,0.478,0.15,-0.123,2478980.0
Retief Goosen,55.0,56.4,288.8,62.73,28.44,60.16,70.581,380,0,0,0.462,0.613,-0.385,0.08,0.457,745735.0
Anirban Lahiri,72.0,56.31,291.7,62.88,28.88,56.4,71.139,494,0,1,-0.02,0.068,0.025,0.14300000000000002,-0.08,835171.0
Patrick Reed,105.0,55.96,297.4,64.65,28.4,63.97,70.17,1575,0,9,0.28,1.026,0.183,0.158,0.406,5679575.0
Tom Hoge,81.0,55.81,289.5,62.48,28.83,58.46,71.444,349,0,2,-0.069,-0.32299999999999995,-0.315,0.236,-0.175,561559.0
Adam Scott,79.0,55.55,304.6,70.76,29.5,59.5,69.47,2063,2,5,-0.168,1.894,0.522,1.491,0.049,6473090.0
Luke Guthrie,57.0,55.53,289.3,63.13,28.29,60.55,71.416,234,0,1,0.404,-0.444,-0.8190000000000001,-0.075,0.046,427442.0
Aaron Baddeley,93.0,55.42,291.7,63.11,28.06,64.3,70.888,874,1,5,0.581,0.234,-0.363,-0.382,0.398,1644915.0
Rob Oppenheim,67.0,55.28,281.2,63.58,29.14,59.56,71.435,300,0,1,-0.046,-0.322,-0.716,0.285,0.156,462427.0
Patton Kizzire,93.0,55.23,291.3,64.48,28.88,56.24,70.921,760,0,5,0.46,0.382,-0.343,0.37,-0.105,1468624.0
Branden Grace,63.0,55.14,295.6,66.76,29.28,59.05,70.204,1187,1,6,-0.105,0.855,0.326,0.603,0.032,2878868.0
Martin Laird,82.0,55.14,298.5,67.66,29.31,58.37,70.867,605,0,3,0.157,0.297,-0.213,0.297,0.057,1224680.0
Bubba Watson,72.0,55.11,310.6,69.16,29.78,52.74,70.333,1235,1,3,-0.3670000000000001,0.992,0.983,0.393,-0.017,3492842.0
Robert Allenby,51.0,55.06,282.2,63.73,30.41,50.75,73.117,9,0,0,-0.491,-1.95,-0.631,-0.46,-0.368,25271.0
Harris English,97.0,55.01,299.2,64.83,28.88,60.1,70.46300000000002,1032,0,3,0.5920000000000001,0.574,-0.344,0.2,0.127,2014283.0
Phil Mickelson,75.0,54.82,294.8,66.05,28.21,64.32,69.582,1532,0,6,0.565,1.364,-0.145,0.726,0.218,4022628.0
Charley Hoffman,91.0,54.8,298.2,64.58,29.17,57.75,70.658,1087,1,1,-0.036000000000000004,0.562,0.496,0.188,-0.085,2350239.0
Andres Gonzales,80.0,54.55,294.7,66.17,29.5,55.79,71.681,307,0,1,0.008,-0.462,-0.222,-0.112,-0.135,579667.0
Ricky Barnes,97.0,54.27,287.6,65.77,28.52,59.86,70.78399999999998,718,0,4,0.386,0.295,-0.518,0.199,0.227,1158800.0
Justin Thomas,99.0,53.94,301.3,65.63,29.28,55.56,70.571,1512,1,5,-0.185,0.32,0.029,0.494,-0.017,4126366.0
Robert Garrigus,69.0,53.91,303.3,69.32,29.57,53.48,70.848,558,0,3,-0.213,0.632,0.401,0.685,-0.242,1024900.0
Erik Compton,65.0,53.64,284.7,58.64,28.3,56.93,71.884,236,0,0,-0.019,-0.698,-0.354,-0.393,0.067,247903.0
Ernie Els,66.0,52.93,292.8,61.2,28.82,54.66,71.37100000000002,273,0,1,0.405,-0.024,0.065,-0.48,-0.014,559024.0
Smylie Kaufman,91.0,52.91,299.0,66.29,29.18,54.87,71.015,1181,1,4,0.134,0.322,0.08199999999999999,0.065,0.041,2508174.0
Tyrone Van Aswegen,105.0,52.91,288.0,64.81,29.15,60.84,71.189,550,0,2,-0.078,-0.054000000000000006,-0.5,0.544,-0.019,1025632.0
Carlos Ortiz,79.0,52.77,298.9,64.44,29.47,50.0,71.906,238,0,0,-0.223,-0.701,-0.321,0.122,-0.278,263466.0
Charles Howell III,91.0,52.6,303.4,68.01,29.08,60.88,70.418,931,0,5,0.133,0.6729999999999999,0.131,0.08199999999999999,0.327,1974962.0
Tony Finau,95.0,52.48,312.2,65.09,29.2,57.96,70.797,864,1,2,-0.108,0.118,0.455,-0.174,-0.054000000000000006,1814790.0
Rhein Gibson,58.0,52.45,297.5,68.11,29.96,54.84,72.086,113,0,0,-0.266,-0.708,-0.067,0.0,-0.376,155578.0
Camilo Villegas,83.0,52.18,287.0,62.1,28.81,59.55,71.44,313,0,0,0.203,-0.369,-0.764,0.08,0.113,450056.0
Derek Fathauer,94.0,52.02,288.2,62.0,28.5,59.1,71.07300000000002,491,0,1,0.353,-0.399,-0.514,-0.227,-0.012,898430.0
J.B. Holmes,77.0,51.68,314.5,65.17,28.84,56.68,70.523,956,0,5,-0.153,0.481,0.633,-0.208,0.209,2969608.0
Luke List,79.0,50.98,306.9,67.17,29.14,60.88,70.75399999999998,481,0,2,-0.273,0.436,0.4270000000000001,0.278,0.004,751001.0
Jason Day,76.0,50.46,304.2,67.23,28.06,61.92,69.313,2735,3,9,1.13,2.1180000000000003,0.18600000000000005,0.426,0.375,8045112.0
Seung-Yul Noh,85.0,49.12,295.3,64.54,28.9,57.25,71.061,454,0,1,0.17600000000000002,0.026,-0.637,0.114,0.374,661711.0
Jimmy Walker,85.0,48.31,301.3,63.96,28.78,57.71,70.393,1352,1,4,0.243,0.892,-0.141,0.58,0.21,4148546.0
Andrew Loupe,75.0,45.56,309.3,63.41,28.63,52.83,71.423,535,0,4,0.301,-0.115,0.038,-0.295,-0.158,1075276.0
Steven Bowditch,71.0,43.02,288.9,54.46,28.61,49.14,74.262,192,0,1,0.131,-3.209,-1.616,-1.68,-0.044,458891.0
Francesco Molinari,56.0,76.88,281.6,71.07,29.94,58.33,70.458,558,0,2,-0.255,0.604,0.324,0.5720000000000001,-0.037000000000000005,997389.0
David Toms,62.0,74.5,270.0,64.66,28.74,63.96,71.092,383,0,2,-0.102,0.076,-0.041,-0.028,0.248,742470.0
Chez Reavie,56.0,71.89,286.3,69.64,29.63,55.88,71.146,268,0,0,-0.262,0.08,0.384,0.298,-0.34,331623.0
Justin Leonard,61.0,71.7,271.6,62.57,28.82,61.8,71.517,188,0,0,0.231,-0.313,-0.486,-0.224,0.166,219175.0
Jason Bohn,95.0,71.58,277.1,68.89,28.54,60.9,70.235,1037,0,5,0.239,0.777,0.019,0.561,-0.042,2337580.0
Steven Alker,62.0,71.41,278.3,66.57,28.73,61.5,71.094,216,0,0,-0.146,0.017,-0.129,-0.114,0.406,236862.0
Colt Knost,90.0,71.24,276.6,67.44,28.98,58.93,70.69800000000002,628,0,4,0.348,0.196,-0.084,0.017,-0.085,1066553.0
Zach Johnson,90.0,71.21,282.6,68.58,28.78,60.98,69.753,1559,1,8,0.04,1.12,0.24,0.605,0.236,4801487.0
Jerry Kelly,79.0,70.45,277.2,65.96,28.46,64.46,70.383,632,0,3,0.25,0.436,0.073,-0.052000000000000005,0.166,1336607.0
Brendon Todd,96.0,70.24,276.4,65.47,28.39,62.63,70.533,831,0,4,0.5820000000000001,0.83,-0.168,0.136,0.28,1809192.0
Ryan Moore,81.0,70.05,282.6,65.24,28.51,60.25,70.829,1208,1,4,0.16,0.578,0.071,0.246,0.102,2642306.0
Henrik Stenson,63.0,69.91,296.4,73.52,29.87,62.24,69.354,952,0,4,0.436,2.21,0.448,1.244,0.08199999999999999,4755070.0
Heath Slocum,57.0,69.51,275.8,62.79,29.25,56.9,72.362,62,0,0,-0.594,-1.564,-0.229,-0.759,0.018000000000000002,122480.0
John Huh,102.0,69.44,279.8,64.85,28.71,62.6,71.03699999999998,565,0,0,0.279,0.08800000000000001,-0.041,-0.12,-0.03,678556.0
Brian Stuard,97.0,69.31,276.5,63.2,28.57,60.23,71.34100000000002,447,0,1,0.116,-0.24,-0.103,-0.2,-0.052000000000000005,687109.0
Spencer Levin,99.0,69.09,283.7,68.27,29.6,59.75,70.837,496,0,1,-0.065,0.07,0.204,0.181,-0.25,836698.0
Jim Furyk,71.0,69.08,281.9,69.79,29.39,62.93,69.845,1401,1,6,-0.024,1.634,0.064,1.081,0.513,3732664.0
Willy Wilcox,58.0,68.98,296.6,72.53,29.46,62.55,69.804,649,0,4,0.322,1.186,0.662,0.14400000000000002,0.058,1168302.0
Nicholas Thompson,90.0,68.7,286.0,68.6,29.81,52.06,71.396,442,0,1,-0.493,-0.7120000000000001,0.37,-0.139,-0.45,667185.0
Kevin Streelman,95.0,68.63,289.5,68.99,29.65,58.66,71.282,771,0,2,-0.219,0.133,0.563,0.005,-0.21600000000000005,1525774.0
Cameron Tringale,96.0,68.5,281.8,64.58,29.0,62.09,70.92,816,0,2,0.125,0.369,-0.07400000000000001,-0.054000000000000006,0.373,1837164.0
John Merrick,78.0,68.32,285.0,67.64,29.65,57.31,71.334,311,0,0,-0.775,-0.35600000000000004,0.056,0.358,0.006,391513.0
Zac Blair,108.0,67.91,273.1,65.54,28.68,64.81,70.714,538,0,1,0.527,0.171,-0.299,-0.188,0.131,1244676.0
Ken Duke,93.0,67.91,278.1,64.17,29.01,58.71,71.306,493,0,3,-0.222,-0.378,0.067,0.025,-0.248,817675.0
William McGirt,103.0,67.87,280.4,67.85,28.96,64.09,70.64699999999998,652,0,1,0.06,0.455,0.087,0.06,0.248,1004696.0
Webb Simpson,81.0,67.85,289.4,67.81,29.35,64.38,70.31,953,0,5,-0.6459999999999999,0.7,0.225,0.5820000000000001,0.539,2046260.0
Jason Dufner,76.0,67.81,286.7,69.03,29.6,55.28,70.633,546,0,2,-0.7,0.222,0.242,0.399,0.281,1007997.0
Russell Knox,96.0,67.76,284.4,70.83,29.56,59.92,70.421,914,0,3,-0.021,0.8059999999999999,0.098,0.622,0.107,1916666.0
Brian Davis,86.0,67.66,275.5,62.26,28.51,60.68,71.656,387,0,2,0.081,-0.512,-0.119,-0.503,0.029,656534.0
John Peterson,84.0,67.52,288.1,68.32,29.21,63.47,70.735,588,0,0,-0.184,0.251,0.333,0.276,-0.175,779509.0
Ben Crane,62.0,67.49,271.0,63.22,28.95,61.98,71.975,182,0,0,0.201,-0.5579999999999999,-0.303,-0.486,0.03,203254.0
Jon Curran,83.0,67.46,273.5,66.39,29.28,61.72,70.84899999999998,540,0,5,-0.028,-0.08800000000000001,-0.406,0.077,0.27,1049549.0
