Player Name,Rounds,Fairway Percentage,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Jim Herman,88.0,67.1,293.8,73.23,30.22,58.02,70.719,610,0,2,-0.03,0.376,0.467,0.285,-0.345,1212778.0
Kevin Kisner,104.0,66.85,287.8,66.24,28.72,62.66,70.344,1416,0,6,0.24,0.628,0.316,0.141,-0.068,3567939.0
Bryce Molder,91.0,66.8,277.9,65.45,28.68,62.85,70.779,595,0,2,0.508,0.189,-0.294,-0.181,0.156,1165547.0
Jason Gore,76.0,66.67,290.4,67.52,29.4,54.87,71.273,564,0,2,-0.067,0.08900000000000001,0.284,0.266,-0.393,1101246.0
John Senden,80.0,66.6,290.2,67.26,29.53,55.2,71.09,610,0,3,-0.061,0.08199999999999999,0.331,-0.171,-0.017,1422033.0
Mark Hubbard,79.0,66.32,278.5,66.81,29.23,61.52,71.227,274,0,0,-0.102,-0.383,-0.06,-0.35,0.128,293980.0
Billy Hurley III,83.0,65.91,271.9,65.26,28.84,64.17,71.043,420,0,1,0.311,-0.112,-0.635,0.114,0.098,591450.0
Roberto Castro,54.0,65.76,279.8,66.11,29.8,54.43,71.334,167,0,0,-0.732,-0.12,0.079,0.34700000000000003,0.187,179723.0
Chad Campbell,97.0,65.75,285.2,68.61,29.41,59.31,70.604,670,0,2,-0.045,0.4370000000000001,0.13,0.192,0.159,1015707.0
Sung Joon Park,79.0,65.73,283.7,64.72,29.23,64.42,71.469,426,0,1,-0.421,-0.588,0.104,-0.326,0.055,597103.0
Pat Perez,96.0,65.7,284.6,67.88,28.71,60.0,70.666,825,0,2,0.364,0.586,-0.01,0.187,0.045,1588664.0
Brendon de Jonge,106.0,65.69,285.3,67.51,29.03,59.19,70.642,892,0,3,-0.006999999999999999,0.312,0.276,0.196,-0.152,1594935.0
Jonathan Byrd,69.0,65.6,287.5,67.35,28.94,64.92,70.83,335,0,0,0.084,0.232,-0.145,-0.303,0.596,446732.0
David Lingmerth,90.0,65.51,289.5,64.94,28.66,61.27,70.8,1305,1,4,0.039,0.405,0.379,0.013,-0.025,2736378.0
Graham DeLaet,65.0,65.46,298.7,69.15,29.26,57.34,70.72,545,0,3,-0.012,0.287,0.027000000000000003,0.328,-0.056,988349.0
Adam Hadwin,95.0,65.43,288.2,66.55,29.15,58.39,71.021,584,0,3,0.235,0.183,0.08800000000000001,-0.183,0.044,937611.0
Hideki Matsuyama,95.0,65.25,294.5,69.2,28.79,61.92,69.94,1374,0,8,0.076,1.464,0.496,0.637,0.254,3758619.0
Ben Martin,93.0,65.09,288.1,68.7,29.64,54.04,70.95,1217,1,5,0.127,0.28,-0.016,0.268,-0.1,2717305.0
Davis Love III,51.0,64.94,294.7,67.43,29.67,57.19,71.289,649,1,2,-0.34700000000000003,-0.377,0.189,-0.335,0.116,1263596.0
Keegan Bradley,87.0,64.85,306.1,67.53,29.49,58.25,70.45,759,0,3,-0.07,1.018,0.436,0.389,0.263,1565079.0
Mark Wilson,89.0,64.53,279.2,67.84,29.35,60.37,70.991,497,0,3,-0.065,0.026,-0.299,0.013,0.377,851845.0
Russell Henley,87.0,64.39,297.1,67.06,29.01,57.43,70.581,986,0,4,0.579,0.462,0.343,-0.269,-0.191,2110774.0
Brian Harman,90.0,64.37,287.9,66.67,29.09,59.63,70.64699999999998,704,0,3,0.236,0.413,0.322,-0.17600000000000002,0.03,1548352.0
Derek Ernst,75.0,64.3,295.1,66.51,29.7,57.24,71.453,250,0,0,-0.516,-0.531,0.6759999999999999,-0.547,-0.14400000000000002,320095.0
Chris Stroud,84.0,64.22,283.0,65.67,28.95,59.92,71.194,531,0,2,-0.17600000000000002,0.002,-0.249,0.132,0.295,746814.0
Paul Casey,87.0,64.16,297.8,72.36,29.77,56.13,69.806,1389,0,7,0.014,1.216,0.392,0.991,-0.182,3488311.0
David Hearn,97.0,64.16,280.6,67.98,28.93,57.42,70.843,890,0,4,0.358,0.35600000000000004,-0.21600000000000005,0.243,-0.029,1817043.0
George McNeill,93.0,64.1,286.2,66.43,29.01,61.21,70.47800000000002,715,0,1,0.212,0.563,-0.223,0.645,-0.071,1331768.0
K.J. Choi,66.0,64.09,276.5,63.8,28.71,63.12,71.372,358,0,0,0.415,0.256,-0.522,0.153,0.21,448864.0
Sam Saunders,83.0,64.0,293.2,65.23,29.37,57.79,71.668,413,0,1,-0.136,-0.496,0.307,-0.294,-0.3720000000000001,578571.0
Danny Lee,120.0,63.92,283.1,65.69,28.27,60.86,70.398,1561,1,7,0.374,0.7290000000000001,-0.301,0.718,-0.062,3965933.0
Justin Rose,69.0,63.87,303.5,70.54,29.17,59.14,69.744,1742,1,7,0.023,1.493,0.55,0.6920000000000001,0.228,5462677.0
Kevin Chappell,86.0,63.86,293.5,66.02,28.95,59.32,70.672,602,0,2,0.168,0.37,0.16,-0.105,0.14800000000000002,1281552.0
Chad Collins,79.0,63.82,278.4,66.1,28.56,66.18,70.681,504,0,1,0.012,0.214,-0.25,0.246,0.205,747899.0
Lucas Glover,79.0,63.82,296.9,70.46,30.54,55.0,71.291,375,0,0,-1.351,-0.181,0.591,0.691,-0.111,515241.0
Alex Cejka,94.0,63.78,283.3,65.7,28.93,60.39,71.117,739,1,1,-0.232,-0.217,-0.233,0.113,0.135,1227196.0
Billy Horschel,99.0,63.77,295.0,69.33,29.71,57.61,71.05,903,0,2,0.244,0.446,0.366,0.13699999999999998,-0.301,1735751.0
Blayne Barber,76.0,63.72,288.6,66.44,28.89,59.51,71.127,380,0,4,0.313,0.015,0.208,-0.35200000000000004,-0.154,768383.0
Bill Lunde,50.0,63.59,287.7,68.72,30.02,57.53,71.796,117,0,0,-0.52,-1.244,0.11,-0.5920000000000001,-0.242,128788.0
Ian Poulter,68.0,63.58,286.7,65.71,28.81,60.76,70.421,777,0,4,0.225,0.5539999999999999,-0.054000000000000006,0.235,0.147,1690587.0
Bill Haas,89.0,63.35,290.7,68.8,29.58,61.9,70.672,1281,1,5,-0.229,0.46,0.14,0.422,0.126,3064024.0
Hudson Swafford,97.0,63.34,298.9,68.54,29.32,55.39,70.732,554,0,1,0.36,0.338,0.273,0.109,-0.404,959391.0
Boo Weekley,79.0,63.27,292.0,67.72,29.27,59.91,70.775,776,0,6,-0.246,0.425,0.5479999999999999,0.108,0.015,1689914.0
Matt Kuchar,97.0,63.23,288.5,66.55,28.39,63.78,70.04,1164,0,5,0.316,1.133,0.136,0.202,0.479,2774170.0
Tim Wilkinson,73.0,63.09,279.1,62.44,28.92,58.33,71.944,183,0,0,-0.278,-0.847,-0.326,-0.523,0.28,171654.0
Robert Allenby,63.0,63.06,282.7,66.67,30.03,51.69,72.102,169,0,1,-0.754,-0.97,-0.262,0.26,-0.213,271887.0
Steve Wheatcroft,87.0,63.03,288.3,64.59,28.59,60.68,71.072,536,0,2,0.345,-0.038,0.14800000000000002,-0.45,-0.08199999999999999,973024.0
Jordan Spieth,91.0,62.91,291.8,67.87,27.82,65.03,68.938,4169,4,14,0.5710000000000001,2.154,0.494,0.618,0.471,12030465.0
Troy Merritt,91.0,62.83,285.2,63.37,28.59,61.83,71.458,930,1,3,0.384,-0.195,-0.326,-0.199,-0.054000000000000006,2092669.0
Scott Brown,97.0,62.77,288.2,65.18,28.56,60.69,70.797,690,0,3,-0.031,0.185,0.29600000000000004,0.031,-0.111,1161750.0
Charlie Beljan,76.0,62.61,309.8,65.51,29.97,48.77,72.01,369,0,1,-0.799,-0.933,0.583,-0.293,-0.424,782546.0
Kevin Na,98.0,62.51,280.1,64.56,28.35,62.87,70.12100000000001,1062,0,6,0.233,0.944,-0.329,0.381,0.66,2820766.0
Greg Chalmers,58.0,62.17,281.5,63.79,28.59,57.39,71.363,242,0,0,0.529,-0.605,-0.32299999999999995,-0.782,-0.028,291016.0
Johnson Wagner,68.0,62.11,290.7,68.95,29.37,59.47,70.807,551,0,3,0.203,0.095,-0.013,0.106,-0.201,1131659.0
Rickie Fowler,76.0,62.08,296.8,65.81,28.44,61.1,70.23,1498,1,5,0.309,1.088,0.123,0.59,0.066,5773430.0
Shawn Stefani,94.0,62.06,296.3,68.79,29.02,56.44,70.421,987,0,3,0.07400000000000001,0.4970000000000001,0.332,0.28300000000000003,-0.192,1757803.0
Alex Prugh,84.0,62.03,295.2,70.14,30.04,53.02,71.089,433,0,2,-0.055,-0.004,0.319,-0.085,-0.183,636373.0
Chris Kirk,76.0,61.97,285.8,64.54,28.6,60.3,70.959,1087,1,3,0.065,0.414,-0.15,0.302,0.198,2369326.0
Scott Langley,94.0,61.9,280.5,64.67,28.99,59.15,71.032,448,0,0,0.018000000000000002,0.126,-0.128,0.056,0.18,638182.0
Daniel Summerhays,101.0,61.79,284.0,65.62,28.54,57.76,70.39699999999998,720,0,3,0.644,0.541,-0.111,0.194,-0.18600000000000005,1633957.0
Oscar Fraustro,58.0,61.78,289.5,63.17,28.81,56.42,72.08,171,0,1,-0.28300000000000003,-1.3159999999999998,0.259,-0.637,-0.655,262475.0
Kyle Reifers,96.0,61.59,288.0,67.03,29.16,61.36,70.854,626,0,2,0.036000000000000004,0.136,0.108,-0.084,0.076,1179228.0
Michael Putnam,87.0,61.47,288.8,70.13,29.84,59.08,71.156,407,0,0,-0.526,-0.153,-0.025,0.42,-0.022,557803.0
Brice Garnett,81.0,61.25,287.1,68.28,29.77,55.65,71.453,398,0,1,-0.08900000000000001,-0.532,-0.198,-0.327,0.08199999999999999,637789.0
Brendan Steele,88.0,61.13,302.9,68.52,29.13,60.08,70.413,895,0,4,-0.047,0.958,0.363,0.6,0.041,1759484.0
Nick Watney,91.0,61.08,294.0,67.34,29.32,58.69,70.68,847,0,3,-0.403,0.258,0.31,0.238,0.112,1733873.0
Brandt Snedeker,98.0,60.98,288.4,64.97,28.26,63.27,70.158,1537,1,8,0.588,0.607,-0.126,-0.199,0.344,3698056.0
Gonzalo Fernandez-Castaño,81.0,60.97,289.3,63.92,29.1,57.8,71.5,272,0,0,-0.522,-0.6459999999999999,0.187,-0.495,0.183,312053.0
Scott Pinckney,88.0,60.95,290.3,67.61,29.48,55.75,71.10300000000002,645,0,3,0.294,-0.131,0.123,-0.409,-0.14,1259389.0
Fabián Gómez,83.0,60.88,283.2,63.52,28.72,58.72,71.207,797,1,2,0.062,-0.324,-0.21600000000000005,-0.057,-0.113,1651012.0
Charl Schwartzel,67.0,60.81,300.4,64.99,29.57,54.66,71.093,584,0,3,-0.555,0.073,0.669,-0.132,0.092,1209528.0
Daniel Berger,97.0,60.74,302.1,68.84,29.23,60.66,70.581,899,0,5,-0.193,0.489,0.3720000000000001,0.526,-0.217,3028901.0
Sean O'Hair,86.0,60.74,295.3,64.34,28.42,59.42,71.03,719,0,2,0.16899999999999998,0.18,0.153,-0.284,0.142,1662300.0
Bo Van Pelt,81.0,60.73,289.5,66.88,29.54,55.84,71.497,322,0,2,0.118,-0.25,-0.29600000000000004,0.054000000000000006,-0.126,580611.0
Adam Scott,51.0,60.69,311.6,69.62,30.11,54.09,70.456,585,0,3,-0.396,0.206,0.682,0.114,-0.195,1382365.0
Whee Kim,71.0,60.4,282.4,68.2,29.07,57.72,71.097,393,0,2,-0.093,-0.013,-0.201,0.324,-0.043,755998.0
Cameron Percy,72.0,60.31,290.0,67.78,29.31,56.16,71.039,361,0,1,-0.142,0.02,0.128,-0.002,0.037000000000000005,575943.0
Rory Sabbatini,81.0,60.3,290.0,67.83,28.94,63.11,70.435,678,0,4,-0.106,0.461,0.094,0.375,0.097,1525784.0
J.J. Henry,94.0,60.29,292.3,69.88,30.24,54.3,71.334,620,1,1,-0.414,-0.308,0.066,-0.08800000000000001,0.127,1046123.0
Jonas Blixt,78.0,60.26,287.6,62.71,28.56,58.57,71.238,471,0,1,0.122,-0.44,-0.115,-0.655,0.209,703664.0
Jamie Donaldson,50.0,60.09,294.9,63.83,28.96,59.48,71.102,447,0,2,0.349,0.341,0.095,-0.15,0.046,938664.0
Vijay Singh,78.0,60.06,290.6,66.24,29.15,60.97,70.76100000000002,490,0,1,-0.511,0.302,0.152,0.42,0.241,752462.0
Sangmoon Bae,98.0,60.03,289.8,62.93,28.55,61.16,71.036,1025,1,4,0.26,0.059,0.251,-0.276,-0.17600000000000002,2599632.0
James Hahn,94.0,59.89,295.1,66.13,29.0,58.46,70.896,1012,1,2,0.048,0.355,0.106,0.135,0.065,2064783.0
Louis Oosthuizen,68.0,59.84,298.8,68.28,29.19,61.3,70.16,1088,0,6,-0.22,0.605,0.339,0.397,0.08800000000000001,3251174.0
Carlos Ortiz,100.0,59.84,298.4,66.84,29.26,55.5,71.098,515,0,1,0.172,0.124,0.355,-0.238,-0.166,964137.0
Matt Jones,89.0,59.7,296.0,64.05,28.25,61.27,70.812,821,0,3,0.401,0.664,0.249,-0.319,0.333,1995553.0
Lee Westwood,56.0,59.7,300.0,66.45,29.29,52.23,70.484,530,0,1,0.595,0.879,0.094,0.292,-0.102,946628.0
Greg Owen,58.0,59.63,293.8,69.25,29.86,59.81,71.512,608,0,2,-0.7979999999999999,-0.226,0.036000000000000004,0.407,0.129,1180794.0
Geoff Ogilvy,50.0,59.59,293.7,66.55,30.44,51.56,71.559,350,0,1,-0.6920000000000001,-0.4320000000000001,0.138,0.08199999999999999,0.039,653925.0
Sergio Garcia,59.0,59.47,300.0,67.56,28.96,58.41,69.958,1051,0,4,-0.022,1.045,0.442,0.468,0.157,2670229.0
Robert Streb,110.0,59.47,297.1,69.14,29.1,59.57,70.13,1720,1,9,0.381,1.093,0.309,0.175,0.228,3947424.0
Roger Sloan,56.0,59.45,293.6,63.14,29.33,53.62,72.533,103,0,0,-0.502,-1.605,-0.168,-0.746,-0.19,133048.0
Andrew Svoboda,80.0,59.32,287.1,63.6,29.51,51.08,72.119,266,0,1,-0.026,-1.067,-0.171,-0.41,-0.46,418963.0
Erik Compton,86.0,59.31,288.4,63.18,28.44,60.53,71.22800000000002,471,0,1,0.469,0.084,-0.21600000000000005,-0.217,0.047,676602.0
Scott Piercy,90.0,59.3,296.7,66.73,28.88,58.63,70.688,1127,1,4,0.006,0.329,0.27,0.224,-0.172,2780027.0
Luke Donald,71.0,59.28,277.0,65.57,29.17,61.14,70.555,484,0,2,0.289,0.584,-0.7929999999999999,0.573,0.514,1026643.0
Carl Pettersson,106.0,59.05,291.6,63.0,28.44,62.18,70.866,723,0,3,0.335,0.236,-0.038,0.035,-0.097,1186763.0
Hunter Mahan,88.0,58.91,295.1,65.79,28.98,59.6,71.124,648,0,3,0.39,0.12,-0.023,-0.249,0.003,1617973.0
Jeff Overton,94.0,58.87,284.8,65.7,28.78,58.8,70.836,458,0,1,0.105,0.091,-0.036000000000000004,0.041,-0.018000000000000002,561614.0
Luke Guthrie,84.0,58.86,283.9,63.75,28.7,57.57,71.211,373,0,1,0.11,-0.037000000000000005,-0.314,0.02,0.147,575150.0
Tom Hoge,83.0,58.84,292.2,66.03,28.9,58.59,70.812,441,0,2,0.005,0.415,0.035,0.456,-0.08,690319.0
Martin Laird,77.0,58.54,300.5,66.31,29.12,60.17,70.77199999999998,628,0,3,0.1,0.306,-0.078,0.302,-0.019,1124988.0
Harris English,105.0,58.51,298.4,67.05,28.83,61.65,70.235,932,0,3,0.56,0.777,0.009000000000000001,0.207,0.0,1971687.0
Justin Thomas,106.0,58.24,303.2,68.92,28.64,61.55,70.105,1007,0,7,0.042,0.968,0.35200000000000004,0.385,0.188,2278564.0
Michael Thompson,83.0,58.24,289.3,65.43,29.35,55.36,71.23,378,0,1,0.153,-0.195,-0.08900000000000001,-0.301,0.041,599835.0
Byron Smith,59.0,58.15,291.9,68.89,29.84,54.22,71.801,96,0,0,-0.597,-0.873,-0.085,-0.149,-0.042,153930.0
Andres Gonzales,90.0,58.06,294.5,66.67,28.99,55.62,71.42699999999998,531,0,3,0.177,-0.537,-0.386,-0.349,0.022,925335.0
Charley Hoffman,97.0,58.01,298.9,66.19,28.83,58.74,70.613,1512,1,6,0.065,0.335,0.47,0.13699999999999998,-0.338,4041089.0
Scott Stallings,60.0,57.74,291.8,65.0,29.27,54.23,71.961,447,0,1,-0.392,-0.5579999999999999,-0.061,-0.053,-0.052000000000000005,919619.0
Jim Renner,68.0,57.44,283.3,65.24,30.06,54.96,72.431,63,0,0,-0.995,-1.449,-0.501,0.085,-0.038,90668.0
Stewart Cink,77.0,57.35,293.6,72.94,30.14,58.13,70.774,494,0,1,0.102,0.468,0.087,0.561,-0.282,694655.0
Brooks Koepka,84.0,57.33,308.2,69.48,29.1,56.63,69.861,1544,1,8,0.421,1.081,0.407,0.2,0.052000000000000005,3571900.0
Chesson Hadley,101.0,56.87,290.7,63.59,28.68,57.7,71.798,626,0,3,0.168,-0.35700000000000004,-0.08,-0.218,-0.227,1135529.0
Martin Flores,95.0,56.83,296.8,68.32,29.6,58.77,70.919,345,0,0,-0.21600000000000005,0.038,0.349,-0.142,0.047,449274.0
Ernie Els,57.0,56.79,291.7,64.52,29.79,56.59,71.83,233,0,0,-0.609,-0.6,-0.285,0.192,0.102,453579.0
Robert Garrigus,70.0,56.72,301.7,63.97,29.41,53.04,71.774,226,0,0,-0.6970000000000001,-0.887,0.345,-0.318,-0.217,253699.0
Retief Goosen,81.0,56.57,292.6,62.19,29.04,59.35,71.667,519,0,3,0.027000000000000003,-0.338,-0.271,-0.056,-0.039,921830.0
Ryan Palmer,80.0,56.57,305.2,66.81,29.0,60.57,70.102,817,0,4,0.147,0.96,0.35600000000000004,0.529,-0.07200000000000001,1974523.0
Bubba Watson,71.0,56.55,315.2,69.32,28.96,61.89,69.296,2407,2,7,0.212,2.088,1.194,0.684,-0.002,6876797.0
Max Homa,78.0,56.45,294.2,62.99,28.85,59.23,71.763,278,0,1,-0.11,-0.7290000000000001,0.066,-0.467,-0.218,380339.0
Jason Kokrak,88.0,56.41,305.6,67.3,28.99,58.3,70.654,614,0,2,-0.012,0.293,0.464,-0.014,-0.14400000000000002,1033489.0
Ryo Ishikawa,90.0,56.39,289.2,66.41,28.95,55.45,71.24600000000002,458,0,2,-0.103,-0.051,-0.408,0.436,0.025,851044.0
D.A. Points,72.0,56.37,280.8,64.29,29.24,59.78,71.70100000000002,244,0,0,-0.054000000000000006,-0.451,-0.82,0.224,0.199,390607.0
Gary Woodland,81.0,56.21,305.5,66.74,29.53,56.66,70.982,1037,0,4,0.077,0.198,0.177,0.227,-0.284,2605083.0
Nick Taylor,91.0,56.05,292.3,64.41,28.8,58.32,71.71600000000002,549,1,1,0.112,-0.377,-0.08,-0.224,-0.185,1072360.0
Jhonattan Vegas,90.0,56.01,299.9,65.44,29.29,59.25,71.32600000000002,353,0,0,0.086,-0.267,0.173,-0.314,-0.212,446345.0
Phil Mickelson,70.0,55.98,300.5,61.51,28.23,59.38,70.585,849,0,3,0.262,0.581,0.07200000000000001,0.022,0.225,2154200.0
Jason Day,75.0,55.94,313.7,70.83,28.44,65.34,69.161,2459,3,8,0.586,2.106,0.772,0.461,0.287,9403330.0
Ángel Cabrera,53.0,55.9,299.7,64.88,29.87,50.45,71.734,208,0,0,-0.5720000000000001,-0.604,0.06,0.336,-0.428,381942.0
Eric Axley,57.0,55.54,286.4,61.21,28.55,60.68,71.977,152,0,0,0.15,-0.952,-0.541,-0.3720000000000001,-0.189,170687.0
Dustin Johnson,75.0,55.53,317.7,67.05,28.47,57.85,69.585,1718,1,8,0.128,1.455,0.96,0.579,-0.212,5509467.0
Jonathan Randolph,72.0,55.19,287.2,64.37,29.2,60.8,71.60600000000002,209,0,0,0.132,-0.718,-0.408,-0.234,-0.208,256066.0
Marc Leishman,74.0,54.99,294.8,65.62,28.99,56.67,70.569,854,0,4,-0.02,0.302,0.021,0.199,0.102,1762267.0
Andrew Putnam,68.0,54.98,278.7,59.9,28.33,56.71,72.278,192,0,0,0.525,-0.905,-1.411,-0.132,0.113,282879.0
Seung-Yul Noh,65.0,54.87,292.7,65.9,29.31,54.89,71.465,432,0,1,0.066,-0.154,-0.555,0.147,0.188,711609.0
Morgan Hoffmann,85.0,54.83,296.1,61.11,28.29,59.16,70.988,627,0,2,0.232,0.196,-0.032,-0.34700000000000003,0.343,1111240.0
Patrick Reed,103.0,54.78,292.9,64.42,28.16,61.99,70.292,1593,1,3,0.394,0.8590000000000001,-0.071,0.263,0.273,3590566.0
Tony Finau,106.0,54.3,309.0,67.61,29.11,56.15,70.281,985,0,5,-0.006,0.628,0.383,0.224,0.027000000000000003,2095186.0
Camilo Villegas,83.0,54.12,292.2,63.05,28.93,59.06,71.067,467,0,0,0.195,0.17600000000000002,-0.29600000000000004,0.133,0.14300000000000002,718497.0
Ricky Barnes,82.0,54.1,283.3,60.47,28.31,60.0,71.64699999999998,347,0,1,0.159,-0.396,-0.8190000000000001,-0.07200000000000001,0.336,614455.0
J.B. Holmes,89.0,54.05,309.9,63.66,28.32,59.35,70.581,1484,1,5,-0.004,0.944,0.4270000000000001,0.253,0.268,4037430.0
Steven Bowditch,103.0,54.04,302.1,63.43,28.2,65.19,70.835,1287,1,2,0.14400000000000002,0.4,-0.053,0.056,0.253,3075410.0
Tyrone Van Aswegen,58.0,53.39,285.6,66.77,29.48,58.2,71.684,142,0,0,-0.152,-0.58,-1.081,0.471,0.181,168234.0
Andres Romero,69.0,52.67,295.3,61.7,28.64,56.7,71.42699999999998,312,0,2,0.19,-0.374,-0.269,-0.221,-0.073,617253.0
Charles Howell III,105.0,52.43,302.7,68.57,29.75,56.06,70.872,692,0,3,-0.21600000000000005,0.383,0.34,0.199,0.059,1257361.0
Jimmy Walker,89.0,52.23,301.6,66.09,28.7,57.71,70.268,2014,2,6,0.6920000000000001,0.933,-0.161,0.334,0.068,4521350.0
Padraig Harrington,60.0,51.72,290.5,61.02,29.15,57.01,71.95,610,1,1,-0.493,-0.7559999999999999,-0.434,-0.165,0.336,1330852.0
Derek Fathauer,81.0,51.63,288.8,61.33,28.39,57.46,71.431,263,0,1,0.301,-0.173,-0.455,-0.198,0.179,482023.0
Matt Every,73.0,51.52,286.6,58.1,28.67,55.87,72.419,727,1,1,0.075,-0.968,-0.925,-0.07400000000000001,-0.044,1521816.0
Aaron Baddeley,76.0,50.29,294.1,62.46,28.28,61.0,71.218,336,0,1,0.722,-0.223,-0.596,-0.7190000000000001,0.37,439925.0
David Toms,64.0,75.49,275.1,68.73,29.29,61.6,70.35,498,0,2,0.055,0.46,0.083,0.203,0.12,801355.0
Tim Clark,75.0,74.02,272.2,64.3,28.81,59.34,70.738,1111,1,3,0.025,0.086,-0.28600000000000003,0.253,0.094,2066344.0
Justin Hicks,103.0,73.46,285.1,71.44,30.09,54.81,70.836,923,0,3,0.069,0.066,0.456,0.172,-0.631,1544061.0
Jim Furyk,84.0,73.18,279.3,68.75,28.96,69.33,69.2,1851,0,8,0.091,1.796,0.121,1.175,0.408,5987395.0
Heath Slocum,71.0,72.41,277.8,67.31,29.71,61.58,70.737,419,0,1,-0.078,0.249,0.203,0.083,0.041,566167.0
Zach Johnson,97.0,70.51,282.2,67.42,28.9,60.75,70.15899999999999,1552,1,5,0.106,0.857,0.145,0.513,0.093,3353417.0
Billy Hurley III,86.0,70.44,276.7,65.89,29.38,61.36,70.696,630,0,4,0.039,0.309,-0.103,0.25,0.123,1145299.0
Ken Duke,80.0,70.18,275.5,67.17,29.54,57.48,71.137,305,0,0,-0.409,-0.17800000000000002,-0.092,0.329,-0.006,455589.0
Ryan Moore,86.0,69.92,284.7,67.99,29.05,57.64,70.344,1429,1,7,0.042,0.836,0.253,0.499,0.041,3098263.0
Boo Weekley,73.0,69.57,288.3,68.06,30.56,53.14,71.307,496,0,1,-1.152,-0.277,0.732,0.044,0.099,832673.0
"Ted Potter, Jr.",68.0,69.56,278.4,65.11,29.31,62.76,71.087,311,0,0,-0.21600000000000005,-0.09,0.134,0.096,-0.104,386341.0
Graeme McDowell,66.0,69.2,278.0,65.77,28.56,60.47,69.642,948,0,8,0.882,1.171,-0.034,0.379,-0.055,2077387.0
Jeff Maggert,54.0,68.83,276.6,65.74,29.98,58.26,71.612,195,0,1,-0.652,-0.748,-0.135,0.2,-0.161,360157.0
Henrik Stenson,56.0,68.78,293.2,69.03,29.89,51.83,70.166,720,0,3,-0.17,0.992,0.65,0.575,-0.064,1894235.0
John Merrick,87.0,68.62,285.3,68.07,30.12,50.31,71.852,399,0,0,-0.568,-0.517,0.129,0.252,-0.329,516148.0
Kevin Streelman,79.0,68.04,288.6,63.25,29.0,54.07,71.354,972,1,2,0.006,0.07400000000000001,0.471,-0.242,-0.162,2107994.0
Brendon de Jonge,109.0,67.87,287.9,64.48,29.06,57.1,70.801,717,0,2,-0.032,0.224,0.339,-0.012,-0.071,1171395.0
Russell Knox,92.0,67.6,285.7,68.0,29.24,63.4,70.111,885,0,3,-0.116,0.8220000000000001,0.221,0.502,0.215,1513630.0
David Hearn,97.0,67.48,279.1,66.38,29.02,60.99,70.83,645,0,3,0.315,0.451,-0.118,0.146,0.108,1138324.0
Matt Kuchar,91.0,67.37,283.8,66.92,28.74,62.4,69.416,1921,1,10,0.457,1.5730000000000002,0.21,0.527,0.38,4695515.0
Brian Davis,93.0,67.23,278.2,61.47,28.59,61.55,71.232,534,0,0,0.145,0.061,-0.064,-0.419,0.399,842539.0
Nicholas Thompson,85.0,67.08,287.0,66.67,30.33,52.88,71.657,437,0,1,-0.622,-0.517,0.174,0.301,-0.371,713377.0
Billy Horschel,92.0,67.04,291.6,70.43,29.86,55.32,70.521,722,0,2,0.22,0.738,0.473,0.132,-0.087,4814787.0
Mark Wilson,69.0,67.0,279.6,63.25,29.77,55.58,71.732,142,0,0,-0.539,-0.804,-0.232,-0.112,0.079,155313.0
John Huh,87.0,66.87,283.9,64.39,29.43,57.52,71.24,544,0,2,-0.159,-0.16899999999999998,-0.059,0.016,0.033,974043.0
Scott Brown,100.0,66.55,287.2,65.0,28.78,58.73,70.936,816,0,4,0.211,0.345,0.277,-0.139,-0.005,1441725.0
Jerry Kelly,80.0,66.49,277.5,65.56,28.55,62.1,70.34899999999999,765,0,4,0.239,0.527,-0.08900000000000001,0.218,0.16,1451059.0
D.H. Lee,54.0,66.47,276.2,59.89,29.14,58.73,71.914,94,0,0,0.024,-0.7959999999999999,-0.332,-0.591,0.103,138642.0
Ben Crane,81.0,66.4,279.0,63.44,28.78,59.1,70.954,774,1,2,0.138,-0.152,-0.297,-0.009000000000000001,0.017,1534634.0
Daniel Summerhays,98.0,66.3,282.2,66.89,29.16,58.22,70.566,869,0,2,0.4920000000000001,0.675,0.04,0.138,0.005,1509543.0
Brian Stuard,91.0,66.14,283.4,63.86,28.54,60.42,70.54899999999998,891,0,4,0.28300000000000003,0.326,-0.034,0.195,-0.119,1852531.0
Andrew Svoboda,77.0,66.14,287.4,68.11,29.7,59.05,70.71300000000002,647,0,2,-0.026,0.344,0.111,0.32299999999999995,-0.064,1168073.0
William McGirt,96.0,65.94,278.5,64.41,28.71,59.02,70.712,646,0,3,0.314,0.079,0.002,-0.202,-0.035,1275738.0
Y.E. Yang,79.0,65.41,281.9,61.68,29.06,56.69,71.712,234,0,0,-0.073,-0.536,-0.097,-0.586,0.22,254525.0
Chad Campbell,57.0,65.36,287.8,72.43,30.25,60.08,70.59,317,0,1,-0.434,0.275,0.056,0.6409999999999999,0.011,470798.0
Hunter Mahan,88.0,65.1,295.8,66.67,29.33,54.71,70.574,776,0,5,0.207,0.52,0.687,-0.221,-0.153,3097983.0
Danny Lee,84.0,65.05,284.2,64.44,29.16,57.62,70.80199999999998,490,0,1,0.141,0.018000000000000002,0.157,-0.006999999999999999,-0.272,781295.0
Justin Leonard,75.0,65.04,270.3,57.78,27.77,64.56,70.895,491,0,2,0.496,-0.181,-0.752,-0.4970000000000001,0.5710000000000001,807949.0
